time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,country,location,loc,city,town,Richter Scale,year,Depth Scale,cluster
1976-02-08 20:06:18.800000+00:00,36.979,27.983,5.0,4.2,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000ezf,2014-11-06T23:21:34.013Z,"29 km WNW of Marmaris, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.979, 27.983)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1976,Shallow,1
1976-02-10 09:52:06.300000+00:00,36.833,27.805,14.0,4.7,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000f0b,2014-11-06T23:21:34.033Z,"15 km NE of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.833, 27.805)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1976,Shallow,1
1976-02-14 16:17:52.200000+00:00,37.032,27.739,33.0,3.8,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000f27,2014-11-06T23:21:34.075Z,"18 km SE of Güvercinlik, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(37.032, 27.739)","Yukarı Mazı, Mazıköy, Bodrum, Muğla, Ege Bölgesi, Türkiye",Muğla,Bodrum,Minor,1976,Shallow,0
1976-08-18 17:06:35.500000+00:00,36.776,27.422,163.0,4.7,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000hxp,2014-11-06T23:21:36.796Z,"17 km SE of Kos, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Greece,"(36.776, 27.422)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1976,Intermediate,2
1977-03-28 10:50:18+00:00,36.803,27.506,24.0,4.8,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000n5p,2022-04-27T16:35:34.662Z,"17 km WNW of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.803, 27.506)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1977,Shallow,0
1978-12-22 03:53:22.400000+00:00,36.619,28.158,10.0,3.5,ml,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000y1b,2014-11-06T23:21:55.122Z,"20 km SSW of ?çmeler, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.619, 28.158)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1978,Shallow,1
1979-05-12 21:53:51.700000+00:00,36.559,28.747,10.0,3.4,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00010kx,2014-11-06T23:22:01.141Z,"17 km SSE of Sarigerme, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.559, 28.747)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1979,Shallow,1
1979-10-21 13:53:06.100000+00:00,36.897,27.882,10.0,4.0,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00013mg,2014-11-06T23:22:06.821Z,"24 km NE of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.897, 27.882)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1979,Shallow,1
1979-10-26 14:11:30.700000+00:00,37.261,28.412,10.0,4.0,ml,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00013qg,2014-11-06T23:22:06.927Z,"6 km NE of Mu?la, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(37.261, 28.412)","Muğla, Menteşe, Ege Bölgesi, Türkiye",Muğla,Menteşe,Light,1979,Shallow,1
1979-11-06 23:07:30.300000+00:00,36.949,27.794,10.0,4.1,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00013vu,2014-11-06T23:22:07.145Z,"25 km NNE of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.949, 27.794)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1979,Shallow,1
1979-11-09 05:42:36.900000+00:00,36.944,27.978,35.0,4.4,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00013x2,2014-11-06T23:22:07.195Z,"27 km NW of ?çmeler, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.944, 27.978)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1979,Shallow,0
1980-02-19 14:16:19.200000+00:00,36.938,27.956,10.0,4.3,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00015j5,2014-11-06T23:24:17.995Z,"28 km WNW of ?çmeler, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.938, 27.956)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1980,Shallow,1
1980-04-11 18:56:09+00:00,36.986,27.763,33.0,4.6,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00016jv,2014-11-06T23:24:20.313Z,"23 km SE of Güvercinlik, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(36.986, 27.763)","Mazıköy, Bodrum, Muğla, Ege Bölgesi, Türkiye",Muğla,Bodrum,Light,1980,Shallow,0
1982-05-25 14:45:32.470000+00:00,36.968,28.001,33.0,4.3,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp0001mh9,2014-11-07T00:31:20.148Z,"27 km WNW of Marmaris, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,15.0,reviewed,us,us, Turkey,"(36.968, 28.001)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1982,Shallow,0
1982-06-07 00:31:25.370000+00:00,36.962,27.993,10.0,4.6,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0001mr7,2014-11-07T00:31:25.605Z,"27 km NW of ?çmeler, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,18.0,reviewed,us,us, Turkey,"(36.962, 27.993)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1982,Shallow,1
1982-06-12 07:08:42.280000+00:00,36.94,27.938,10.4,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0001mvk,2014-11-07T00:31:27.256Z,"30 km WNW of ?çmeler, Turkey",earthquake,4.311959213401311,2.7,0.1684708994708995,24.0,reviewed,us,us, Turkey,"(36.94, 27.938)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1982,Shallow,1
1982-06-12 10:37:58.390000+00:00,36.902,27.841,10.0,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0001mvr,2014-11-07T00:31:27.277Z,"22 km NE of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,18.0,reviewed,us,us, Turkey,"(36.902, 27.841)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1982,Shallow,1
1982-06-29 06:57:40.320000+00:00,36.965,27.904,8.6,4.6,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.4,us,usp0001n68,2014-11-07T00:31:29.947Z,"31 km NE of Datça, Turkey",earthquake,4.311959213401311,4.3,0.1684708994708995,14.0,reviewed,us,us, Turkey,"(36.965, 27.904)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1982,Shallow,1
1983-11-21 14:00:06.750000+00:00,36.974,27.2,33.0,3.9,ml,30.579625292740047,116.87532138024358,0.8673025404157043,1.3,us,usp0001zz1,2014-11-07T00:34:09.011Z,"7 km SW of Turgutreis, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.974, 27.2)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1983,Shallow,0
1984-02-05 00:20:16.630000+00:00,37.205,28.653,10.0,5.1,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp00021sj,2022-04-27T23:34:06.625Z,"23 km ENE of Ula, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,48.0,reviewed,us,us, Turkey,"(37.205, 28.653)","Muğla - Kale Yolu, Çakmak, Menteşe, Ege Bölgesi, Türkiye",Muğla,Kale,Moderate,1984,Shallow,1
1984-04-26 00:28:47.420000+00:00,37.19,28.368,10.1,4.2,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp00023wm,2020-08-26T23:24:28.431Z,"3 km S of Mu?la, Turkey",earthquake,4.311959213401311,1.8,0.1684708994708995,17.0,reviewed,us,us, Turkey,"(37.19, 28.368)","Emirbeyazıt Mahallesi, Muğla, Menteşe, Ege Bölgesi, Türkiye",Muğla,Menteşe,Light,1984,Shallow,1
1985-02-17 10:45:26.840000+00:00,36.619,27.637,125.9,4.6,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp0002bza,2014-11-07T00:36:10.923Z,"13 km SSW of Datça, Turkey",earthquake,4.311959213401311,4.3,0.1684708994708995,32.0,reviewed,us,us, Turkey,"(36.619, 27.637)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1985,Intermediate,2
1985-04-10 03:56:47.400000+00:00,36.994,27.497,33.0,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.5,us,usp0002dng,2014-11-07T00:36:26.091Z,"7 km SE of Bodrum, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,1.0,reviewed,us,us, Turkey,"(36.994, 27.497)","Bodrum, Muğla, Ege Bölgesi, Türkiye",Muğla,Bodrum,Light,1985,Shallow,0
1985-04-10 08:35:10.550000+00:00,36.972,27.512,33.0,4.2,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.3,us,usp0002dnp,2014-11-07T00:36:26.113Z,"10 km SE of Bodrum, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,4.0,reviewed,us,us, Turkey,"(36.972, 27.512)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1985,Shallow,0
1985-05-04 12:29:58.180000+00:00,36.963,27.8,10.0,3.9,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.5,us,usp0002efc,2014-11-07T00:36:32.821Z,"27 km NNE of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,2.0,reviewed,us,us, Turkey,"(36.963, 27.8)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1985,Shallow,1
1987-06-19 18:45:41.640000+00:00,36.791,28.193,79.5,5.3,mw,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp00035x1,2016-11-09T22:47:46.374Z,"3 km WSW of ?çmeler, Turkey",earthquake,4.311959213401311,3.4,0.1684708994708995,19.70785935884178,reviewed,us,hrv, Turkey,"(36.791, 28.193)","İçmeler, Marmaris, Muğla, Ege Bölgesi, 48720, Türkiye",Muğla,Marmaris,Moderate,1987,Intermediate,3
1987-12-26 07:45:14.490000+00:00,36.847,27.696,31.2,4.6,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp0003bjn,2014-11-07T00:41:25.083Z,"12 km N of Datça, Turkey",earthquake,4.311959213401311,6.6,0.1684708994708995,23.0,reviewed,us,us, Turkey,"(36.847, 27.696)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1987,Shallow,0
1987-12-26 10:28:51.920000+00:00,36.666,28.584,33.0,4.1,ml,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003bjq,2014-11-07T00:41:25.092Z,"12 km WSW of Sarigerme, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.666, 28.584)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1987,Shallow,0
1987-12-30 16:17:08.230000+00:00,36.826,27.731,22.7,4.8,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0003bnt,2014-11-07T00:41:25.440Z,"10 km NNE of Datça, Turkey",earthquake,4.311959213401311,5.0,0.1684708994708995,34.0,reviewed,us,us, Turkey,"(36.826, 27.731)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1987,Shallow,0
1988-06-14 08:46:42.290000+00:00,36.932,27.539,10.0,4.0,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.4,us,usp0003gzf,2014-11-07T00:42:19.512Z,"15 km SE of Bodrum, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.932, 27.539)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1988,Shallow,1
1988-08-23 05:40:25.420000+00:00,36.991,27.347,10.0,3.8,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003ka7,2014-11-07T00:42:42.081Z,"7 km ESE of Turgutreis, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.991, 27.347)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1988,Shallow,1
1988-10-23 17:21:21.050000+00:00,36.664,28.281,38.9,3.9,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp0003n4r,2014-11-07T00:42:59.315Z,"15 km SSE of ?çmeler, Turkey",earthquake,4.311959213401311,14.6,0.1684708994708995,2.0,reviewed,us,us, Turkey,"(36.664, 28.281)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1988,Shallow,0
1989-01-03 02:38:48.490000+00:00,37.104,27.385,10.0,3.6,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.4,us,usp0003qf5,2014-11-07T00:43:23.133Z,"7 km E of Yal?kavak, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(37.104, 27.385)","Farilya, Bodrum, Muğla, Ege Bölgesi, 48483, Türkiye",Muğla,Bodrum,Minor,1989,Shallow,1
1989-01-05 07:57:46.420000+00:00,37.126,27.615,18.8,4.3,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003qhx,2014-11-07T00:43:23.943Z,"3 km ESE of Güvercinlik, Turkey",earthquake,4.311959213401311,5.5,0.1684708994708995,9.0,reviewed,us,us, Turkey,"(37.126, 27.615)","Akdam, Sazköy, Bodrum, Muğla, Ege Bölgesi, 48450, Türkiye",Muğla,Bodrum,Light,1989,Shallow,1
1989-01-08 03:01:17.720000+00:00,37.056,27.589,10.0,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0003qmx,2014-11-07T00:43:24.745Z,"9 km S of Güvercinlik, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,16.0,reviewed,us,us, Turkey,"(37.056, 27.589)","Etrim, Bodrum, Muğla, Ege Bölgesi, Türkiye",Muğla,Bodrum,Light,1989,Shallow,1
1989-01-08 21:13:25.830000+00:00,37.237,27.529,10.0,3.9,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003qns,2014-11-07T00:43:24.945Z,"12 km NNW of Güvercinlik, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,4.0,reviewed,us,us, Turkey,"(37.237, 27.529)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1989,Shallow,1
1989-02-19 14:28:46.510000+00:00,37.009,28.226,10.0,5.4,mw,30.579625292740047,116.87532138024358,0.8673025404157043,1.5,us,usp0003s2x,2022-04-28T20:26:23.455Z,"17 km NNW of Marmaris, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,hrv, Turkey,"(37.009, 28.226)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Moderate,1989,Shallow,1
1989-03-02 14:51:44.790000+00:00,36.566,28.835,10.0,3.7,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0003sh2,2014-11-07T00:43:42.790Z,"20 km SE of Sarigerme, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.566, 28.835)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1989,Shallow,1
1989-03-11 16:31:19.850000+00:00,36.706,27.348,10.0,3.6,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.4,us,usp0003sut,2014-11-07T00:43:48.699Z,"20 km ESE of Kardámaina, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Greece,"(36.706, 27.348)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1989,Shallow,1
1989-03-11 16:50:20.210000+00:00,37.069,27.704,10.0,3.8,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.5,us,usp0003suu,2014-11-07T00:43:48.700Z,"13 km SE of Güvercinlik, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(37.069, 27.704)","Yeniköy, Bodrum, Muğla, Ege Bölgesi, Türkiye",Muğla,Bodrum,Minor,1989,Shallow,1
1989-03-23 03:07:17.430000+00:00,37.111,27.627,9.2,3.5,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003t7a,2014-11-07T00:43:50.697Z,"4 km SE of Güvercinlik, Turkey",earthquake,4.311959213401311,5.8,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(37.111, 27.627)","Akdam, Sazköy, Bodrum, Muğla, Ege Bölgesi, 48450, Türkiye",Muğla,Bodrum,Minor,1989,Shallow,1
1989-04-11 01:07:08.410000+00:00,36.647,27.935,10.0,3.2,ml,30.579625292740047,116.87532138024358,0.8673025404157043,0.8,us,usp0003tuj,2014-11-07T00:43:59.439Z,"9 km ENE of Sými, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Greece,"(36.647, 27.935)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1989,Shallow,1
1989-04-27 23:06:52.240000+00:00,37.027,28.18,13.9,5.5,mw,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003ugy,2022-04-28T20:21:49.318Z,"20 km NNW of Marmaris, Turkey",earthquake,4.311959213401311,2.9,0.1684708994708995,19.70785935884178,reviewed,us,hrv, Turkey,"(37.027, 28.18)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Moderate,1989,Shallow,1
1989-04-28 13:30:19.240000+00:00,37.004,28.139,16.9,5.6,mw,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp0003ujr,2022-04-28T20:21:57.657Z,"20 km NW of Marmaris, Turkey",earthquake,4.311959213401311,2.9,0.1684708994708995,19.70785935884178,reviewed,us,hrv, Turkey,"(37.004, 28.139)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Moderate,1989,Shallow,1
1989-04-28 13:44:05.180000+00:00,36.982,28.006,20.2,4.0,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.2,us,usp0003uju,2014-11-07T00:44:02.951Z,"27 km WNW of Marmaris, Turkey",earthquake,4.311959213401311,5.2,0.1684708994708995,1.0,reviewed,us,us, Turkey,"(36.982, 28.006)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1989,Shallow,0
1989-06-11 05:03:42.320000+00:00,36.62,27.974,10.0,3.4,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.3,us,usp0003w5t,2014-11-07T00:44:22.118Z,"12 km E of Sými, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Greece,"(36.62, 27.974)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1989,Shallow,1
1989-08-23 17:55:19.020000+00:00,36.611,28.181,10.0,3.9,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.3,us,usp0003ytw,2014-11-07T00:44:44.670Z,"19 km N of Ródos, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Greece,"(36.611, 28.181)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Light,1989,Shallow,1
1989-12-19 14:28:25.700000+00:00,36.817,27.461,33.0,3.5,md,30.579625292740047,116.87532138024358,0.8673025404157043,1.0,us,usp000439w,2014-11-07T00:45:22.514Z,"17 km ESE of Kos, Greece",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Greece,"(36.817, 27.461)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1989,Shallow,0
1990-02-13 21:09:22.150000+00:00,36.845,27.576,10.0,3.6,md,30.579625292740047,116.87532138024358,0.8673025404157043,0.4,us,usp00045e0,2014-11-07T00:45:43.314Z,"15 km NW of Datça, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,ath, Turkey,"(36.845, 27.576)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1990,Shallow,1
1990-06-13 17:22:15.650000+00:00,36.978,28.056,12.6,3.8,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.4,us,usp0004afc,2014-11-07T00:46:31.222Z,"23 km NW of Marmaris, Turkey",earthquake,4.311959213401311,4.9,0.1684708994708995,3.0,reviewed,us,us, Turkey,"(36.978, 28.056)","Muğla, Ege Bölgesi, Türkiye",Muğla,Muğlavillage,Minor,1990,Shallow,1
